V0;V1;V2a;V2b;V3a;V3b;V4a;V4b;V4c;V5a;V5b;V5c;V6;V7;V8;V9;V10a;V10b;V11a;V11b;V11c;V12a;V12b;V13a;V13b;V14a;V14b;V15a;V15b;V16a;V16b;V17;V18;V19
NUI4251;Recife;Paudalho;Grupo 3;Vila São Sebastião / Chã de Pinheiro;1;259;CADUNICO;2020;1;NA;NA;3;2;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4252;Recife;Paudalho;Grupo 3;Bairro Alto do Cruzeiro;1;472;CADUNICO;2020;2;e 1;30% e 70%;3;2;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;2;NA;3;NA;de 100 a 700
NUI4257;Recife;Paudalho;Grupo 3;Ocupação Loteamento Primaveira;1;233;Censo IBGE;2010;2;NA;NA;3;3;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;2;NA;3;NA;de 100 a 700
NUI4258;Recife;Paudalho;Grupo 3;Invasão Via local BR 408;1;14;Censo IBGE;2010;1;NA;NA;3;3;2;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;3;NA;1;NA;3;Existem poucas casas no NUI, segundo a foto aérea;até 50
NUI4255;Recife;Paudalho;Grupo 3;Loteamento Bobocão 2;1;174;Censo IBGE;2010;1;NA;NA;3;2;2;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4256;Recife;Paudalho;Grupo 3;Estrada dos Ramos;1;364;Aglomerados Subnormais 2019;2020;2;NA;NA;3;2;2;4;1;NA;1;FBDS;NA;1;NA;1;-;3;NA;4;NA;2;NA;3;NA;de 100 a 700
NUI4244;Recife;Olinda;Grupo 1;Xuxa Esperança;1;122;Aglomerados Subnormais 2019;2020;1;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;3;1;4;NA;4;NA;4;NA;3;NA;de 100 a 700
NUI4245;Recife;Olinda;Grupo 1;Sítio da Ilha;1;246;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;3;1;4;NA;4;NA;3;NA;3;NA;de 100 a 700
NUI4242;Recife;Olinda;Grupo 1;Fábrica de Velas;1;575;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;3;1;2;NA;3;NA;3;NA;2;NA;de 100 a 700
NUI4243;Recife;Olinda;Grupo 1;Cabo Gato;1;928;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;3;1;3;NA;3;NA;2;NA;2;NA;de 701 a 2.000
NUI4248;Recife;Olinda;Grupo 1;Alto da Nação;1;214;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;2;-;3;NA;4;NA;2;NA;2;NA;de 100 a 700
NUI4249;Recife;Olinda;Grupo 1;Vila Esperança;1;246;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;4;2;3;NA;4;NA;2;NA;2;NA;de 100 a 700
NUI4246;Recife;Olinda;Grupo 1;Santo Amaro;1;317;Censo IBGE;2010;1;NA;NA;4;2;3;2;1;NA;1;FBDS;NA;1;NA;3;1;3;NA;4;NA;3;NA;2;NA;de 100 a 700
NUI4247;Recife;Olinda;Grupo 1;Córrego do Monte;1;257;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;2;-;3;4;3;NA;2;NA;2;NA;de 100 a 700
NUI4236;Recife;Olinda;Grupo 1;Monte;1;18;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;2;-;4;NA;3;NA;4;NA;4;NA;até 50
NUI4237;Recife;Olinda;Grupo 1;Rua do Canal Jiriquiti Rua do Veleiro;1;757;Censo IBGE;2010;1;NA;NA;4;3;3;2;2;NA;1;FBDS;NA;1;NA;3;1;2;NA;3;NA;3;NA;2;NA;de 701 a 2.000
NUI4234;Recife;Olinda;Grupo 1;Canal da Globo;1;339;Censo IBGE;2010;1;NA;NA;4;3;3;3;1;NA;1;FBDS;NA;1;NA;3;2;4;NA;4;NA;3;NA;3;NA;de 100 a 700
NUI4235;Recife;Olinda;Grupo 1;Beira Rio Santa Rita;1;318;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;3;1;2;NA;3;NA;3;NA;2;NA;de 100 a 700
NUI4240;Recife;Olinda;Grupo 1;Sítio Olho Dágua;1;614;Censo IBGE;2010;2;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;3;1;2;NA;2;NA;2;NA;2;NA;de 100 a 700
NUI4241;Recife;Olinda;Grupo 1;Vila do Tetra;1;360;Censo IBGE;2010;1;NA;NA;4;1;3;2;1;NA;0;NA;NA;1;NA;3;2;3;NA;3;NA;4;NA;4;NA;de 100 a 700
NUI4238;Recife;Olinda;Grupo 1;V8 e V9;1;1570;CADUNICO;2020;2;ou 3;NA;4;3;3;3;1;NA;1;FBDS;NA;1;NA;3;2;2;NA;3;NA;2;NA;2;NA;de 701 a 2.000
NUI4239;Recife;Olinda;Grupo 1;Milagres;1;65;Censo IBGE;2010;1;NA;NA;4;3;3;2;2;NA;1;FBDS;NA;1;NA;3;1;4;NA;4;NA;3;NA;3;NA;de 51 a 99
NUI4228;Recife;Olinda;Grupo 1;Aguazinha;1;84;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;3;1;4;NA;4;NA;3;NA;3;NA;de 51 a 99
NUI4229;Recife;Olinda;Grupo 1;Vila do Matadouro / Algodoeiro;1;262;Censo IBGE;2010;1;NA;NA;4;2;3;2;1;NA;1;FBDS;NA;1;NA;3;2;3;NA;3;NA;2;NA;2;NA;de 100 a 700
NUI4226;Recife;Olinda;Grupo 1;Mangueira II;1;20;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;3;2;1;NA;1;NA;2;NA;2;NA;até 50
NUI4227;Recife;Olinda;Grupo 1;Sítios dos Arcos;1;154;Aglomerados Subnormais 2019;2020;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;1;NA;3;1;2;NA;4;NA;2;NA;2;As casas com frente para rua possuem garagem.;de 100 a 700
NUI4232;Recife;Olinda;Grupo 1;Rua das Flores;1;115;Censo IBGE;2010;1;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;3;1;1;NA;2;NA;2;NA;1;Quadra atendida por transporte público;de 100 a 700
NUI4233;Recife;Olinda;Grupo 1;Rio Doce I;1;187;Censo IBGE;2010;1;NA;NA;4;3;3;2;2;NA;1;FBDS;NA;1;NA;3;1;4;NA;4;NA;4;NA;3;NA;de 100 a 700
NUI4230;Recife;Olinda;Grupo 1;Ocupação Caranguejo;1;369;Aglomerados Subnormais 2019;2020;1;NA;NA;4;3;3;2;1;NA;1;IPEA;imagem de satélite;1;NA;3;1;3;NA;4;NA;2;NA;2;NA;de 100 a 700
NUI4231;Recife;Olinda;Grupo 1;Vila União;1;70;Censo IBGE;2010;2;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;3;1;1;NA;2;NA;2;NA;2;NA;de 51 a 99
NUI4279;Recife;Paulista;Grupo 1;Comendador Arthur Lundgren;1;9637;Censo IBGE;2010;7;Bairro inteiro;NA;4;3;3;3;1;NA;1;FBDS;NA;1;NA;2;-;2;NA;2;NA;1;NA;2;O bairro fez parte da política habitacional desenvolvida pela antiga COHAB/PE. O NUI, também, é integrado por terrítorio de ZEIS;mais que 2.000
NUI4280;Recife;Paulista;Grupo 1;Gleba Vale da Paz;1;119;Censo IBGE;2010;1;NA;NA;3;1;2;3;1;NA;1;FBDS;NA;1;NA;2;-;2;NA;3;NA;2;NA;3;O polígono da ZEIS engloba quase todo o território do NUI;de 100 a 700
NUI4288;Recife;Paulista;Grupo 1;ZEIS 7 Vila Jardim;1;179;CADUNICO;2020;1;NA;NA;4;3;2;1;1;NA;0;NA;NA;1;NA;2;-;2;NA;4;NA;2;NA;3;NA;de 100 a 700
NUI4278;Recife;Paulista;Grupo 1;Ocupação Espontânea Tabajara/Mata do Ronca;1;4840;Censo IBGE;2010;7;Bairro inteiro;NA;4;2;2;2;1;NA;1;FBDS;NA;1;NA;4;2;2;NA;4;NA;2;NA;3;NA;mais que 2.000
NUI4283;Recife;Paulista;Grupo 1;H. Projeto Mutirão;1;2463;Censo IBGE;2010;7;Bairro inteiro;NA;4;3;3;3;1;NA;1;FBDS;NA;1;NA;2;-;2;NA;2;NA;2;NA;2;O bairro fez parte da política habitacional desenvolvida pela antiga COHAB/PE. O NUI é recortado por trechos descontínuos da ZEIS Chega Mais;mais que 2.000
NUI4284;Recife;Paulista;Grupo 1;Jardim Paulista;1;7541;Censo IBGE;2010;7;Bairro inteiro;NA;4;3;2;3;1;NA;1;FBDS;NA;1;NA;2;-;1;NA;2;NA;2;NA;2;O bairro fez parte da política habitacional desenvolvida pela antiga COHAB/PE. O NUI é recortado por trecho de ZEIS;mais que 2.000
NUI4281;Recife;Paulista;Grupo 1;Gleba Nossa Senhora de Fátima;1;143;Censo IBGE;2010;1;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;1;NA;2;-;3;NA;4;NA;2;NA;3;NA;de 100 a 700
NUI4282;Recife;Paulista;Grupo 1;Parque Residencial Maranguape II;1;4387;Censo IBGE;2010;7;Bairro inteiro;NA;4;3;3;3;1;NA;1;FBDS;NA;1;NA;2;-;1;NA;2;NA;1;NA;1;O bairro fez parte da política habitacional desenvolvida pela antiga COHAB/PE. O NUI é recortado por um trecho pequeno de ZEIS;mais que 2.000
NUI4277;Recife;Paudalho;Grupo 3;Distrito de Chã Alegre;1;140;Censo IBGE;2010;4;NA;NA;4;2;1;4;1;NA;1;FBDS;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4293;Recife;Paulista;Grupo 1;ZEIS 9 Luiz Gonzaga;1;209;Censo IBGE;2010;3;NA;NA;1;1;3;1;1;NA;1;FBDS;NA;1;NA;2;-;1;O traçado encontra-se em fase de contrução junto com o Conjunto;1;Conjunto composto por prédios de difícil especificação dos lotes;1;Conjunto com prédios em contrução;4;Conjunto Habitacional em fase de implementação. Fruto da política habitacional do Município, ocupando uma ZEIS vazia.;de 100 a 700
NUI4275;Recife;Paudalho;Grupo 3;Vila Rosinho;1;25;Censo IBGE;2010;4;NA;NA;4;2;1;4;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;2;NA;2;NA;3;Povoado. Existe pagamento de Foro;até 50
NUI4276;Recife;Paudalho;Grupo 3;Vila Desterro;1;33;CADUNICO;2020;4;NA;NA;4;3;1;4;1;NA;1;FBDS;NA;1;NA;1;-;3;NA;2;NA;2;NA;3;Povoado;até 50
NUI4290;Recife;Paulista;Grupo 1;ZEIS 5 Loteamento Justiça e Paz;1;1029;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;1;NA;2;-;2;NA;2;NA;2;NA;2;NA;de 701 a 2.000
NUI4291;Recife;Paulista;Grupo 1;ZEIS 4 Nossa Prata;1;154;Censo IBGE;2010;3;NA;NA;4;3;3;1;1;NA;0;NA;NA;1;NA;2;-;1;NA;1;NA;1;NA;1;NA;de 100 a 700
NUI4292;Recife;Paulista;Grupo 1;ZEIS 1 Chega Mais;1;803;Censo IBGE;2010;1;e 3;95% e 5%;4;2;3;1;1;NA;1;FBDS;NA;1;NA;2;-;2;NA;3;NA;2;NA;2;ZEIS com polígono descontínuo, integrando o território do NUI H. Projeto Mutirão;de 701 a 2.000
NUI4289;Recife;Paulista;Grupo 1;ZEIS 6 Dom Helder;1;212;CADUNICO;2020;3;NA;NA;3;3;2;1;1;NA;0;NA;NA;1;NA;2;-;2;NA;2;NA;1;NA;2;NA;de 100 a 700
NUI4269;Recife;Paudalho;Grupo 3;Distrito de Guadalajara;1;1636;Censo IBGE;2010;4;NA;NA;4;2;1;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;2;NA;2;NA;de 701 a 2.000
NUI4270;Recife;Paudalho;Grupo 3;Distrito de Muçuroca;1;116;Censo IBGE;2010;4;NA;NA;4;2;1;4;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4267;Recife;Paudalho;Grupo 3;Córrego do Sossego;1;308;Censo IBGE;2010;1;NA;NA;4;2;1;4;1;NA;0;NA;NA;1;NA;1;-;4;NA;3;NA;3;NA;3;NA;de 100 a 700
NUI4268;Recife;Paudalho;Grupo 3;Córrego da Guabiraba;1;312;Censo IBGE;2010;1;NA;NA;4;2;1;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4273;Recife;Paudalho;Grupo 3;Distrito de Chã de Conselho;1;183;Censo IBGE;2010;4;NA;NA;4;2;1;4;3;NA;0;NA;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4274;Recife;Paudalho;Grupo 3;Fonte de Aldeia;1;30;Censo IBGE;2010;4;NA;NA;3;2;1;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;Povoado;até 50
NUI4271;Recife;Paudalho;Grupo 3;Córrego do Sapucai;1;25;Censo IBGE;2010;1;NA;NA;4;3;1;4;3;NA;0;NA;NA;1;NA;1;-;4;NA;3;NA;2;NA;3;NA;até 50
NUI4272;Recife;Paudalho;Grupo 3;Distrito de Chã de Cruz;1;247;Censo IBGE;2010;4;NA;NA;4;2;1;4;3;NA;1;FBDS;NA;1;NA;1;-;2;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4261;Recife;Paudalho;Grupo 3;Rua da Linha;1;70;CADUNICO;2020;1;NA;NA;4;2;2;4;1;NA;1;FBDS;NA;1;NA;1;-;3;NA;4;NA;2;NA;3;NA;de 51 a 99
NUI4262;Recife;Paudalho;Grupo 3;Trecho do Bairro de Santa Tereza;1;99;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;2;NA;2;NA;de 51 a 99
NUI4259;Recife;Paudalho;Grupo 3;Trecho do Loteamento Primaveira;1;226;CADUNICO;2020;2;e 1;20% e 80%;3;2;2;4;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;1;NA;2;NA;3;NA;de 100 a 700
NUI4260;Recife;Paudalho;Grupo 3;Alto Santa Tereza;1;284;Censo IBGE;2010;2;NA;NA;4;2;2;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4265;Recife;Paudalho;Grupo 3;Chã de Ouro;1;6;Censo IBGE;2010;1;NA;NA;3;2;1;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;até 50
NUI4266;Recife;Paudalho;Grupo 3;Vila Esperança;1;18;CADUNICO;2020;1;NA;NA;3;2;1;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;até 50
NUI4263;Recife;Paudalho;Grupo 3;Rua da Mangueira;1;144;CADUNICO;2020;1;NA;NA;4;2;2;4;1;NA;1;FBDS;NA;1;NA;1;-;3;NA;4;NA;2;NA;3;NA;de 100 a 700
NUI4264;Recife;Paudalho;Grupo 3;Bairro do Belém;1;408;CADUNICO;2020;1;e 2;70% e 30%;4;2;2;4;1;NA;1;FBDS;NA;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4317;Recife;Recife;Grupo 1;Alto Antônio Felix;1;512;CIS/Prefeitura;2014;1;NA;NA;4;3;3;3;1;NA;1;FBDS;NA;2;NA;4;2;3;NA;2;NA;1;NA;2;NA;de 100 a 700
NUI4318;Recife;Recife;Grupo 1;Alto Belo Horizonte;1;93;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;1;NA;1;NA;de 51 a 99
NUI4315;Recife;Recife;Grupo 1;Airton Sena - Iputinga;1;164;CIS/Prefeitura;2014;1;NA;NA;4;3;3;2;3;NA;1;FBDS;NA;3;alagamento;3;1;1;NA;1;NA;3;NA;1;NA;de 100 a 700
NUI4316;Recife;Recife;Grupo 1;Alto 13 de Maio;1;536;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;1;NA;2;NA;de 100 a 700
NUI4321;Recife;Recife;Grupo 1;Alto da bela Vista /Coqueiral;1;2292;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;3;alagamento;4;2;3;NA;2;NA;1;NA;2;NA;mais que 2.000
NUI4322;Recife;Recife;Grupo 1;Alto da Bica;1;75;CIS/Prefeitura;2014;1;NA;NA;2;1;3;2;1;NA;0;NA;NA;2;NA;3;1;3;NA;2;NA;1;NA;2;NA;de 51 a 99
NUI4319;Recife;Recife;Grupo 1;Alto da Bela Vista;1;935;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;1;NA;2;NA;de 701 a 2.000
NUI4320;Recife;Recife;Grupo 1;Alto da Bela Vista - Ocupação;1;450;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;1;2;NA;1;NA;1;NA;3;NA;de 100 a 700
NUI4310;Recife;Recife;Grupo 1;27 de Novembro;1;459;CIS/Prefeitura;2014;2;NA;NA;4;3;3;2;1;NA;0;NA;NA;3;algum escorregamento;4;2;3;NA;2;NA;2;NA;2;NA;de 100 a 700
NUI4309;Recife;Recife;Grupo 1;21 de Abril;1;255;CADUNICO;2020;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;3;alagamento;3;1;1;NA;1;NA;3;NA;3;NA;de 100 a 700
NUI4307;Recife;Pombos;Grupo 3;Vila São José;1;103;Censo IBGE;2010;2;NA;NA;4;2;1;4;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;1;NA;2;NA;3;NA;de 100 a 700
NUI4308;Recife;Pombos;Grupo 3;Loteamento Santa Helena;1;93;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;2;NA;2;NA;3;NA;de 51 a 99
NUI4313;Recife;Recife;Grupo 1;Água Viva;1;236;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;2;NA;1;NA;de 100 a 700
NUI4314;Recife;Recife;Grupo 1;Airton Sena - Imbiribeira;1;204;CIS/Prefeitura;2014;1;NA;NA;4;3;3;3;1;NA;1;FBDS;NA;3;alagamento;3;1;2;NA;1;NA;3;NA;2;NA;de 100 a 700
NUI4311;Recife;Recife;Grupo 1;A Baixa;1;322;CIS/Prefeitura;2014;1;NA;NA;4;3;3;3;1;NA;0;NA;NA;3;alagamento;3;2;1;NA;1;NA;3;NA;3;NA;de 100 a 700
NUI4312;Recife;Recife;Grupo 1;Aderbal Jurema/ Jorge Pimenta;1;638;CIS/Prefeitura;2014;3;NA;NA;4;3;3;1;1;NA;1;FBDS;NA;2;NA;3;1;3;NA;2;NA;2;NA;1;NA;de 100 a 700
NUI4301;Recife;Pombos;Grupo 3;Loteamento Jooão Farias;1;44;Censo IBGE;2010;2;NA;NA;4;2;2;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;2;NA;2;NA;até 50
NUI4302;Recife;Pombos;Grupo 3;Loteamento São João dos Pombos;1;37;Censo IBGE;2010;2;NA;NA;4;3;2;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;1;NA;2;NA;até 50
NUI4299;Recife;Pombos;Grupo 3;Loteamento São Gustavo;1;28;Censo IBGE;2010;2;e  1;60% de loteamento cladestinho e 40% de ocupação;4;2;2;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;2;e 3;2;NA;3;NA;até 50
NUI4300;Recife;Pombos;Grupo 3;Loteamento José Estevão de Sena;1;159;Censo IBGE;2010;2;NA;NA;4;2;3;4;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;2;NA;2;NA;2;NA;de 100 a 700
NUI4305;Recife;Pombos;Grupo 3;Loteamento São Félix;1;74;Censo IBGE;2010;2;NA;NA;4;3;2;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;1;NA;2;NA;de 51 a 99
NUI4306;Recife;Pombos;Grupo 3;Loteamento Santo Urbano;1;10;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;1;NA;2;NA;até 50
NUI4303;Recife;Pombos;Grupo 3;Loteamento Belo Horizonte;1;104;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;1;IPEA;imagem de satélite;1;NA;1;-;3;NA;3;NA;2;NA;3;NA;de 100 a 700
NUI4304;Recife;Pombos;Grupo 3;Loteamento Rancho Novo;1;83;Censo IBGE;2010;2;NA;NA;4;2;3;4;1;NA;1;IPEA;imagem de satélite;1;NA;1;-;3;NA;2;e 3;2;NA;2;NA;de 51 a 99
NUI4287;Recife;Paulista;Grupo 1;Bairro do Fragoso;1;7282;Censo IBGE;2010;7;Bairro inteiro;NA;4;2;3;2;1;NA;1;FBDS;NA;1;NA;4;2;2;NA;2;NA;2;NA;3;Ocupação fruto de diversos loteamentos clandestinos;mais que 2.000
NUI4294;Recife;Pombos;Grupo 3;Loteamento Parque São Luiz;1;220;Censo IBGE;2010;2;NA;NA;4;2;3;4;1;NA;1;IPEA;imagem de satélite;1;NA;1;-;2;NA;2;NA;1;NA;2;NA;de 100 a 700
NUI4285;Recife;Paulista;Grupo 1;Bairro de Jardim Maranguape;1;4884;Censo IBGE;2010;1;e 3;60% e 40%;4;1;3;3;1;NA;1;FBDS;NA;1;NA;2;-;3;NA;4;O NUI divide-se nas categorias 2 e 4, segundo a proporção da coluna J;2;O NUI divide-se nas categorias 1 e 3, segundo a proporção da coluna J;2;O bairro fez parte da política habitacional desenvolvida pela antiga COHAB/PE. O NUI, também, é integrado por terrítorio de ZEIS;mais que 2.000
NUI4286;Recife;Paulista;Grupo 1;Bairro de Maranguape I;1;8197;Censo IBGE;2010;7;Bairro inteiro;NA;4;3;3;2;1;NA;1;FBDS;NA;1;NA;4;2;1;NA;2;NA;1;NA;2;O bairro fez parte da política habitacional desenvolvida pela antiga COHAB/PE.;mais que 2.000
NUI4297;Recife;Pombos;Grupo 3;Vila Brasil;1;71;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;1;NA;2;Áreas vizinhas. Pelas características poderiam ser um único NUI;de 51 a 99
NUI4298;Recife;Pombos;Grupo 3;Vila Canoés;1;33;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;1;NA;2;NA;até 50
NUI4295;Recife;Pombos;Grupo 3;Loteamento São Francisco;1;44;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;1;NA;1;-;1;NA;4;NA;1;NA;2;NA;até 50
NUI4296;Recife;Pombos;Grupo 3;Loteamento São Severino;1;36;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;1;NA;2;NA;até 50
NUI4349;Recife;Recife;Grupo 1;Alto do Jiqueri;1;90;CIS/Prefeitura;2014;1;NA;NA;3;3;3;1;1;NA;0;NA;NA;2;NA;3;1;3;NA;2;NA;3;NA;3;NA;de 51 a 99
NUI4350;Recife;Recife;Grupo 1;Alto do Leonardo;1;403;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;3;NA;0;NA;NA;2;NA;4;2;3;NA;2;NA;2;NA;2;NA;de 100 a 700
NUI4347;Recife;Recife;Grupo 1;Alto do Eucalipto/ Cgo José da Gaita;1;583;CIS/Prefeitura;2014;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;1;NA;1;NA;de 100 a 700
NUI4348;Recife;Recife;Grupo 1;Alto do Guilhermino;1;224;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;1;NA;1;NA;de 100 a 700
NUI4353;Recife;Recife;Grupo 1;Alto do Paraguai/ Alto da Saudade;1;368;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;1;NA;1;NA;de 100 a 700
NUI4354;Recife;Recife;Grupo 1;Alto do Pascoal;1;2791;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;1;FBDS;NA;2;NA;3;2;3;NA;2;NA;2;NA;1;NA;mais que 2.000
NUI4351;Recife;Recife;Grupo 1;Alto do Mandu;1;2760;CIS/Prefeitura;2014;1;NA;NA;4;3;3;3;3;NA;0;NA;NA;2;NA;3;1;3;NA;2;NA;1;NA;1;NA;mais que 2.000
NUI4352;Recife;Recife;Grupo 1;Alto do Maracanã;1;1957;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;2;NA;2;NA;de 701 a 2.000
NUI4341;Recife;Recife;Grupo 1;Alto do Céu;1;301;CADUNICO;2020;1;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;2;NA;3;2;2;NA;2;NA;3;NA;3;NA;de 100 a 700
NUI4342;Recife;Recife;Grupo 1;Alto do Céu II;1;545;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;4;2;3;NA;2;NA;1;NA;1;NA;de 100 a 700
NUI4339;Recife;Recife;Grupo 1;Alto do Capitão;1;768;CIS/Prefeitura;2014;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;2;NA;3;1;3;NA;2;NA;2;NA;2;NA;de 701 a 2.000
NUI4340;Recife;Recife;Grupo 1;Alto do Carroceiro;1;235;CIS/Prefeitura;2014;1;NA;NA;4;3;3;2;1;NA;0;NA;NA;2;NA;3;1;3;NA;2;NA;3;NA;3;NA;de 100 a 700
NUI4345;Recife;Recife;Grupo 1;Alto do Deodato;1;702;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;4;2;3;NA;2;NA;1;NA;1;NA;de 701 a 2.000
NUI4346;Recife;Recife;Grupo 1;Alto do Eucalipto;1;1414;CIS/Prefeitura;2014;1;NA;NA;4;3;3;3;1;NA;0;NA;NA;2;NA;4;2;3;NA;2;NA;1;NA;1;NA;de 701 a 2.000
NUI4343;Recife;Recife;Grupo 1;Alto do Cotó;1;145;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;4;2;3;NA;2;NA;1;NA;1;NA;de 100 a 700
NUI4344;Recife;Recife;Grupo 1;Alto do Cruzeiro;1;373;CIS/Prefeitura;2014;1;NA;NA;4;3;3;3;1;NA;0;NA;NA;3;algum escorregamento;3;2;3;NA;2;NA;1;NA;1;NA;de 100 a 700
NUI4333;Recife;Recife;Grupo 1;Alto das Queimadas;1;220;CIS/Prefeitura;2014;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;4;2;3;NA;2;NA;1;NA;3;NA;de 100 a 700
NUI4334;Recife;Recife;Grupo 1;Alto do Agave;1;370;CIS/Prefeitura;2014;1;NA;NA;4;3;3;3;1;NA;0;NA;NA;2;NA;3;2;3;NA;2;NA;1;NA;1;NA;de 100 a 700
