V0;V1;V2a;V2b;V3a;V3b;V4a;V4b;V4c;V5a;V5b;V5c;V6;V7;V8;V9;V10a;V10b;V11a;V11b;V11c;V12a;V12b;V13a;V13b;V14a;V14b;V15a;V15b;V16a;V16b;V17;V18;V19
NUI3439;Porto Alegre;Porto Alegre;Grupo 1;Lot Vila Jardim Floresta I e II;1;192;PMPA;2015;2;NA;NA;4;2;1;2;1;NA;1;FBDS;NA;2;NA;4;3;2;NA;3;NA;2;NA;2;NA;de 100 a 700
NUI3442;Porto Alegre;Porto Alegre;Grupo 1;Lot Andrao Nichelle;1;24;PMPA;2015;2;NA;NA;4;3;3;2;1;NA;1;FBDS;NA;3;vulnerabilidade PMPA;4;1;1;NA;2;NA;2;NA;2;NA;até 50
NUI3441;Porto Alegre;Porto Alegre;Grupo 1;Lot Aroldo Gomes dos Santos;1;61;PMPA;2015;2;NA;NA;4;1;1;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;2;NA;2;NA;de 51 a 99
NUI3394;Porto Alegre;Porto Alegre;Grupo 1;Lot Muro Branco;1;60;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3393;Porto Alegre;Porto Alegre;Grupo 1;Lot do Beco do JesuA­no com Lami;1;63;PMPA;2015;2;NA;NA;4;2;2;1;1;NA;0;NA;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3396;Porto Alegre;Porto Alegre;Grupo 1;Lot da Rua das Laranjeiras;1;43;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3395;Porto Alegre;Porto Alegre;Grupo 1;Lot do Beco do Artur;1;34;PMPA;2015;2;NA;NA;4;3;2;3;1;NA;0;NA;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3398;Porto Alegre;Porto Alegre;Grupo 1;Lot Osamu Alberto Hirawa;1;3;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3397;Porto Alegre;Porto Alegre;Grupo 1;Lot da Ass. Moradores Vila Dois Irmaos;1;82;Censo IBGE;2010;2;NA;NA;3;2;3;2;1;NA;0;NA;NA;2;NA;3;1;1;NA;1;NA;2;NA;2;NA;de 51 a 99
NUI3400;Porto Alegre;Porto Alegre;Grupo 1;Lot Anio de Souza;1;129;PMPA;2015;2;NA;NA;4;3;2;3;1;NA;0;NA;NA;2;NA;4;2;1;NA;1;NA;1;NA;2;NA;de 100 a 700
NUI3399;Porto Alegre;Porto Alegre;Grupo 1;Lot Josao Bettio;1;62;PMPA;2015;2;NA;NA;4;3;2;3;1;NA;1;FBDS;NA;2;NA;4;2;1;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3386;Porto Alegre;Porto Alegre;Grupo 1;Lot Morro Agudo;1;6;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;1;NA;2;NA;até 50
NUI3385;Porto Alegre;Porto Alegre;Grupo 1;Lot Ana Maria Nunes;1;44;PMPA;2015;2;NA;NA;4;2;2;1;1;NA;0;NA;NA;2;NA;4;2;2;NA;1;NA;1;NA;2;NA;até 50
NUI3388;Porto Alegre;Porto Alegre;Grupo 1;Lot Osmar Fogassi Bettio;1;33;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;2;1;NA;1;NA;1;NA;2;NA;até 50
NUI3387;Porto Alegre;Porto Alegre;Grupo 1;Lot Maria Dolores Melo;1;9;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;4;NA;4;nao tem street view;até 50
NUI3390;Porto Alegre;Porto Alegre;Grupo 1;Coohafeti;1;5;Censo IBGE;2010;2;NA;NA;3;3;2;2;1;NA;0;NA;NA;2;NA;4;2;2;NA;1;NA;4;NA;4;nao tem street view;até 50
NUI3389;Porto Alegre;Porto Alegre;Grupo 1;Lot Cristiano Abreu da Silva;1;20;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;4;NA;4;nao tem street view;até 50
NUI3392;Porto Alegre;Porto Alegre;Grupo 1;Lot Cond. Arado Velho;1;18;CADUNICO;2020;2;NA;NA;4;3;2;2;1;NA;0;FBDS;menos de 1%;2;NA;3;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3391;Porto Alegre;Porto Alegre;Grupo 1;Lot Pra Morar;1;88;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;FBDS;menos de 1%;2;NA;4;2;1;NA;1;NA;4;NA;4;nao tem street view;de 51 a 99
NUI3411;Porto Alegre;Porto Alegre;Grupo 1;Lot da Vila Cacarauma;1;11;Censo IBGE;2010;2;NA;NA;4;2;1;2;1;NA;0;NA;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3410;Porto Alegre;Porto Alegre;Grupo 1;Lot da FamA­lia Bernardes;1;142;PMPA;2015;2;NA;NA;4;2;1;2;1;NA;0;NA;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;de 100 a 700
NUI3445;Porto Alegre;Porto Alegre;Grupo 1;Lot Terras Alcy Bernardes;1;48;CADUNICO;2020;2;NA;NA;4;2;1;2;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;2;NA;2;NA;até 50
NUI3412;Porto Alegre;Porto Alegre;Grupo 1;Lot ElpA­dio Serafim;1;2;Censo IBGE;2010;2;NA;NA;4;3;1;2;1;NA;0;NA;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3414;Porto Alegre;Porto Alegre;Grupo 1;Lot Coop. Hab. Autogest. N. S. das Gracas;1;32;PMPA;2015;2;NA;NA;4;2;1;2;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;2;NA;2;NA;até 50
NUI3413;Porto Alegre;Porto Alegre;Grupo 1;Soc. Resid. Lami Sorela;1;46;PMPA;2015;2;NA;NA;4;2;1;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3416;Porto Alegre;Porto Alegre;Grupo 1;Lot da Pedreira;1;6;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3415;Porto Alegre;Porto Alegre;Grupo 1;Lot Thomaz Moresco;1;131;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;de 100 a 700
NUI3402;Porto Alegre;Porto Alegre;Grupo 1;Lot Morada das Flores;1;12;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3401;Porto Alegre;Porto Alegre;Grupo 1;Lot Terezinha Fatima Pereira de Freitas;1;47;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3404;Porto Alegre;Porto Alegre;Grupo 1;Lot Luis Antonio da Silva;1;13;CADUNICO;2020;2;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;2;NA;2;-;2;NA;1;NA;1;NA;2;NA;até 50
NUI3403;Porto Alegre;Porto Alegre;Grupo 1;Lot Terezinha Fatima Pereira de Freitas;1;46;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3406;Porto Alegre;Porto Alegre;Grupo 1;Lot Jardim Cascata;1;516;CADUNICO;2020;2;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;3;vulnerabilidade PMPA;4;3;2;NA;4;NA;2;NA;2;NA;de 100 a 700
NUI3405;Porto Alegre;Porto Alegre;Grupo 1;Lot Jardim Stela Mar;1;49;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;4;2;1;NA;1;NA;1;NA;2;sobreposicao de parcela muito pequena com vilas;até 50
NUI3409;Porto Alegre;Porto Alegre;Grupo 1;Lot do Beco do Pontal;1;22;Censo IBGE;2010;2;NA;NA;4;3;1;2;1;NA;1;FBDS;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3407;Porto Alegre;Porto Alegre;Grupo 1;Lot Cootrapoa;1;97;PMPA;2015;2;NA;NA;4;2;2;1;1;NA;1;FBDS;NA;2;NA;4;2;2;NA;1;NA;4;NA;4;nao tem street view;de 51 a 99
NUI3360;Porto Alegre;Porto Alegre;Grupo 1;Lot Elizia Gomes da Costa;1;6;Censo IBGE;2010;2;NA;NA;4;2;2;1;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3358;Porto Alegre;Porto Alegre;Grupo 1;Chapatral â Carlos Leite Machado;1;70;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;sobreposicao de parcela muito pequena com vilas;de 51 a 99
NUI3362;Porto Alegre;Porto Alegre;Grupo 1;Lot Flor da Restinga;1;115;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;de 100 a 700
NUI3361;Porto Alegre;Porto Alegre;Grupo 1;Lot Loeci Ronssani Lessa;1;49;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;2;-;2;NA;1;NA;1;NA;2;NA;até 50
NUI3364;Porto Alegre;Porto Alegre;Grupo 1;Lot Ass. Com. Nucleo Res. N.S. da Conceicao;1;5;CADUNICO;2020;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;3;2;2;NA;1;NA;1;NA;1;NA;até 50
NUI3363;Porto Alegre;Porto Alegre;Grupo 1;Lot Coop. dos Bombeiros;1;142;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;4;2;1;NA;1;NA;1;NA;2;NA;de 100 a 700
NUI3366;Porto Alegre;Porto Alegre;Grupo 1;Lot Joao Francisco Ferreira;1;4;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;4;NA;4;nao tem street view;até 50
NUI3365;Porto Alegre;Porto Alegre;Grupo 1;Lot Ripoli da Silva Rosa;1;3;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3350;Porto Alegre;Porto Alegre;Grupo 1;Lot Coop. Habitacional Uniao Social Ltda;1;89;PMPA;2015;2;NA;NA;4;2;2;2;1;NA;0;NA;NA;2;NA;3;2;2;NA;1;NA;2;NA;2;sobreposicao de parcela muito pequena com vilas;de 51 a 99
NUI3349;Porto Alegre;Porto Alegre;Grupo 1;Lot Reni Soares Joaquim;1;21;PMPA;2015;2;NA;NA;4;2;2;1;1;NA;0;NA;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3353;Porto Alegre;Porto Alegre;Grupo 1;Lot da Rua Juvancia Jose da Silva;1;6;CADUNICO;2020;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;2;-;2;NA;1;NA;1;NA;2;NA;até 50
NUI3352;Porto Alegre;Porto Alegre;Grupo 1;Lot Colina da Extrema;1;85;PMPA;2015;2;NA;NA;4;3;3;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;1;NA;3;NA;de 51 a 99
NUI3355;Porto Alegre;Porto Alegre;Grupo 1;Lot Alexio Farrgherazzi;1;20;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3354;Porto Alegre;Porto Alegre;Grupo 1;Lot Pedra Redonda;1;10;Censo IBGE;2010;2;NA;NA;4;2;2;2;1;NA;0;NA;NA;2;NA;4;2;1;NA;1;NA;1;casas populares e casas de mais alto padrao;2;NA;até 50
NUI3357;Porto Alegre;Porto Alegre;Grupo 1;Lot Ines Fagundes;1;54;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;3;vulnerabilidade PMPA;3;1;1;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3356;Porto Alegre;Porto Alegre;Grupo 1;Lot Rua da Paz - Nova Restinga;1;28;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3378;Porto Alegre;Porto Alegre;Grupo 1;Lot Ildo da Silva Grossini;1;25;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;2;2;NA;1;NA;1;NA;2;NA;até 50
NUI3377;Porto Alegre;Porto Alegre;Grupo 1;Lot Joana Boardmann;1;25;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;4;2;2;NA;1;NA;1;NA;2;NA;até 50
NUI3380;Porto Alegre;Porto Alegre;Grupo 1;Lot Joao Passuelo 1150;1;5;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3379;Porto Alegre;Porto Alegre;Grupo 1;Lot Paulo Soldatelli;1;8;CADUNICO;2020;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;1;2;NA;1;NA;1;NA;2;NA;até 50
NUI3382;Porto Alegre;Porto Alegre;Grupo 1;Lot Lorivaldo Guazzeli;1;23;PMPA;2015;2;NA;NA;4;3;2;3;1;NA;0;NA;NA;2;NA;4;2;2;NA;1;NA;1;NA;2;NA;até 50
NUI3381;Porto Alegre;Porto Alegre;Grupo 1;Lot Clair Ungaretti Espil;1;4;Censo IBGE;2010;2;NA;NA;4;2;2;2;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;4;NA;4;nao tem street view;até 50
NUI3384;Porto Alegre;Porto Alegre;Grupo 1;Lot Berta Mueckler;1;24;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3383;Porto Alegre;Porto Alegre;Grupo 1;Lot ErcA­lia Wildner;1;18;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;2;2;NA;1;NA;1;NA;2;NA;até 50
NUI3368;Porto Alegre;Porto Alegre;Grupo 1;Lot da Rua Juvancia Jose da Silva;1;29;CADUNICO;2020;2;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;2;NA;4;2;1;NA;1;NA;1;NA;2;NA;até 50
NUI3367;Porto Alegre;Porto Alegre;Grupo 1;Lot Pitinga - Almirante Tamandarao;1;241;PMPA;2015;2;NA;NA;4;2;2;3;1;NA;0;NA;NA;3;vulnerabilidade PMPA;4;2;2;NA;1;NA;2;NA;2;sobreposicao de parcela muito pequena com vilas;de 100 a 700
NUI3370;Porto Alegre;Porto Alegre;Grupo 1;Lot Dona Francisca Alves;1;93;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;4;2;2;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3369;Porto Alegre;Porto Alegre;Grupo 1;Lot Portal da Figueira;1;36;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;2;-;2;NA;1;NA;1;NA;2;NA;até 50
NUI3373;Porto Alegre;Porto Alegre;Grupo 1;Lot Jardim Franciscane;1;107;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;2;-;2;NA;1;NA;1;NA;2;NA;de 100 a 700
NUI3372;Porto Alegre;Porto Alegre;Grupo 1;Da Soc. Cruzeiras de Sao Francisco;1;236;Censo IBGE;2010;2;NA;NA;3;2;2;3;1;NA;0;NA;NA;2;NA;2;-;2;NA;3;NA;4;NA;4;nao tem street view //sobreposicao de parcela muito pequena com vilas;de 100 a 700
NUI3376;Porto Alegre;Porto Alegre;Grupo 1;Lot Vila Santa Helena;1;78;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;FBDS;menos de 1%;3;vulnerabilidade PMPA;2;-;1;NA;1;NA;1;NA;1;NA;de 51 a 99
NUI3375;Porto Alegre;Porto Alegre;Grupo 1;Lot Eli do Nascimento;1;40;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;4;2;1;NA;1;NA;1;NA;2;NA;até 50
NUI3326;Porto Alegre;Porto Alegre;Grupo 1;Lot Beco do Sabino;1;47;PMPA;2015;2;NA;NA;4;3;1;1;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;1;NA;2;NA;até 50
NUI3325;Porto Alegre;Porto Alegre;Grupo 1;Lot Chacara do Banco;1;235;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;2;NA;2;NA;de 100 a 700
NUI3328;Porto Alegre;Porto Alegre;Grupo 1;Lot Beco do Cego;1;6;Censo IBGE;2010;2;NA;NA;4;3;1;2;1;NA;1;FBDS;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3327;Porto Alegre;Porto Alegre;Grupo 1;Lot Beco do Pradinho;1;34;PMPA;2015;2;NA;NA;4;2;2;3;1;NA;1;FBDS;NA;2;NA;3;1;2;NA;1;NA;1;NA;2;NA;até 50
NUI3330;Porto Alegre;Porto Alegre;Grupo 1;Lot do Beco do Stringhini;1;98;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3329;Porto Alegre;Porto Alegre;Grupo 1;Lot Franganito;1;1;Censo IBGE;2010;2;NA;NA;4;3;1;2;1;NA;0;NA;NA;2;NA;3;1;2;NA;1;NA;4;NA;4;nao tem street view;até 50
NUI3332;Porto Alegre;Porto Alegre;Grupo 1;Lot Vicente Ciecielski;1;20;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3331;Porto Alegre;Porto Alegre;Grupo 1;Lot Omar Pereira;1;165;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;4;3;2;NA;1;NA;2;NA;2;NA;de 100 a 700
NUI3318;Porto Alegre;Porto Alegre;Grupo 1;Lot Vale do Sol I e II;1;96;PMPA;2015;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;4;1;2;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3316;Porto Alegre;Porto Alegre;Grupo 1;Lot Rua Deputado Astaorio de Mello;1;2;Censo IBGE;2010;2;NA;NA;4;3;1;2;1;NA;0;NA;NA;2;NA;3;2;1;NA;1;NA;1;NA;2;NA;até 50
NUI3321;Porto Alegre;Porto Alegre;Grupo 1;Lot Manoel Fraga da Silva;1;6;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;1;FBDS;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3319;Porto Alegre;Porto Alegre;Grupo 1;Lot Dr. Elias Buaez;1;58;PMPA;2015;2;NA;NA;4;2;2;2;1;NA;0;NA;NA;2;NA;4;2;2;NA;1;NA;2;NA;2;é possível ver torres de alta tensao no fundo da poligonal;de 51 a 99
NUI3323;Porto Alegre;Porto Alegre;Grupo 1;Lot ot do Beco CecA­lo Monza;1;90;CADUNICO;2020;2;NA;NA;4;2;2;3;1;NA;0;NA;NA;3;vulnerabilidade PMPA;4;2;2;NA;1;NA;2;NA;2;NA;de 51 a 99
NUI3311;Porto Alegre;Porto Alegre;Grupo 1;Acacias;1;74;PMPA;2015;2;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;2;NA;2;-;2;NA;1;NA;1;NA;2;sobreposicao de parcela muito pequena com vilas;de 51 a 99
NUI3324;Porto Alegre;Porto Alegre;Grupo 1;Lot Maria D'Avila dos Reis;1;24;CADUNICO;2020;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;1;NA;2;NA;até 50
NUI3444;Porto Alegre;Porto Alegre;Grupo 1;Loteamento Jardim Urubata II;1;34;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;4;3;1;NA;1;NA;1;NA;1;NA;até 50
NUI3342;Porto Alegre;Porto Alegre;Grupo 1;Lot da Rua Dorival Castilho Machado;1;11;Censo IBGE;2010;2;NA;NA;4;2;2;2;1;NA;0;NA;NA;3;vulnerabilidade PMPA;3;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3341;Porto Alegre;Porto Alegre;Grupo 1;Lot FamA­lia Brandao;1;5;Censo IBGE;2010;2;NA;NA;4;2;2;2;1;NA;0;NA;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3344;Porto Alegre;Porto Alegre;Grupo 1;Lot Claudinei Bitencourt;1;15;Censo IBGE;2010;2;NA;NA;3;2;2;2;1;NA;0;NA;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;pequena Area do polígono é ocupada por residências e o restante por empresas;até 50
NUI3343;Porto Alegre;Porto Alegre;Grupo 1;Lot Novo Horizonte;1;8;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3346;Porto Alegre;Porto Alegre;Grupo 1;Lot Sao Pedro e Renascer;1;172;PMPA;2015;2;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;2;NA;4;1;1;NA;1;NA;1;NA;2;NA;de 100 a 700
NUI3345;Porto Alegre;Porto Alegre;Grupo 1;Lot Paulo Bettio - Flor da Restinga;1;54;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;NA;de 51 a 99
NUI3348;Porto Alegre;Porto Alegre;Grupo 1;Lot Coop. Clara Nunes;1;288;PMPA;2015;2;NA;NA;4;2;2;1;1;NA;0;NA;NA;2;NA;4;3;2;NA;1;NA;2;NA;2;NA;de 100 a 700
NUI3347;Porto Alegre;Porto Alegre;Grupo 1;Lot Bcs Joao P. Coelho, do Parafuso e Berlato;1;34;Censo IBGE;2010;2;NA;NA;3;2;2;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3334;Porto Alegre;Porto Alegre;Grupo 1;Lot Antonio Marcos Machado;1;29;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;4;NA;4;nao tem street view;até 50
NUI3333;Porto Alegre;Porto Alegre;Grupo 1;Lot Lauro Poersch;1;9;Censo IBGE;2010;2;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;NA;até 50
NUI3336;Porto Alegre;Porto Alegre;Grupo 1;Lot Vicente Ciecielski;1;8;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;3;1;1;NA;1;NA;1;NA;2;linha de alta tensao;até 50
NUI3335;Porto Alegre;Porto Alegre;Grupo 1;Lot do Beco do Ildo;1;26;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3338;Porto Alegre;Porto Alegre;Grupo 1;Lot Jardim das Estrelas;1;76;PMPA;2015;2;NA;NA;4;3;2;2;1;NA;0;NA;NA;2;NA;4;2;1;NA;1;NA;1;NA;1;NA;de 51 a 99
NUI3337;Porto Alegre;Porto Alegre;Grupo 1;Lot Air Berghental;1;35;Censo IBGE;2010;2;NA;NA;4;3;3;3;1;NA;0;NA;NA;2;NA;2;-;1;NA;1;NA;1;NA;2;NA;até 50
NUI3340;Porto Alegre;Porto Alegre;Grupo 1;Lot Ivan Soares Machado;1;11;Censo IBGE;2010;2;NA;NA;4;3;2;2;1;NA;1;FBDS;NA;2;NA;4;3;1;NA;1;NA;1;NA;2;NA;até 50
NUI3339;Porto Alegre;Porto Alegre;Grupo 1;Lot da Coop. Hab. Func. Carris Ltda;1;84;PMPA;2015;2;NA;NA;4;2;2;3;1;NA;0;NA;NA;2;NA;2;-;2;NA;1;NA;1;NA;2;sobreposicao de parcela muito pequena com vilas;de 51 a 99
NUI3182;Porto Alegre;Porto Alegre;Grupo 1;PASSOS FIGUEIROA, nucleo Rua n 738;1;2;prefeitura;sem data;1;NA;NA;4;3;3;1;1;NA;0;NA;NA;2;NA;2;-;4;NA;2;NA;4;NA;4;Nao é possível ver a NUI pelo Streetview.;até 50
NUI2917;Porto Alegre;Porto Alegre;Grupo 1;BEIRA RIO, ocupacao Beco;1;29;prefeitura;sem data;1;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;4;3;4;NA;2;NA;4;NA;4;NA;até 50
NUI3068;Porto Alegre;Porto Alegre;Grupo 1;JOAO RIBEIRO DE BARROS, ocupacao Rua n 220;1;15;prefeitura;sem data;1;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;3;2;2;NA;1;NA;1;NA;2;NA;até 50
NUI3113;Porto Alegre;Porto Alegre;Grupo 1;MAURO VIEIRA, ocupacao Rua n 150;1;10;prefeitura;sem data;1;NA;NA;4;3;2;1;1;NA;0;NA;NA;2;NA;4;3;1;NA;2;NA;1;NA;2;NA;até 50
NUI3179;Porto Alegre;Porto Alegre;Grupo 1;PARQUE DAS ORQUIDEAS, Vila;1;133;prefeitura;sem data;1;NA;NA;4;3;3;3;1;NA;0;NA;NA;2;NA;2;-;1;NA;2;NA;2;NA;2;NA;de 100 a 700
NUI3275;Porto Alegre;Porto Alegre;Grupo 1;TRES MIL CENTO E VINTE E SETE, nucleo Rua Diretriz;1;4;prefeitura;sem data;1;-;-;4;2;2;1;1;NA;1;FBDS;NA;2;NA;4;2;4;-;3;-;4;-;4;NA;até 50
